id,城市,观测时间,最高温度,最低温度,白天天气状况,晚间天气状况,白天风力,夜间风力,降水量,紫外线,湿度,能见度,云量
249,七台河,2024-02-29,-6.0,-15.0,多云,阵雪,1-3,1-3,0.0,3.0,96.0,17.0,0.0
250,永川,2024-02-29,15.0,7.0,多云,小雨,1-3,1-3,0.0,6.0,84.0,23.0,25.0
251,璧山,2024-02-29,15.0,7.0,多云,小雨,1-3,1-3,0.0,4.0,85.0,24.0,25.0
252,七台河,2024-03-01,-7.0,-14.0,阵雪,多云,1-3,1-3,0.0,1.0,85.0,24.0,0.0
253,永川,2024-03-01,14.0,8.0,多云,小雨,1-3,1-3,1.0,2.0,86.0,24.0,55.0
254,鸡西,2024-02-24,-4.0,-15.0,多云,晴,1-3,1-3,0.0,3.0,92.0,24.0,0.0
255,鸡西,2024-02-25,-3.0,-15.0,晴,多云,1-3,1-3,0.0,3.0,93.0,24.0,1.0
256,璧山,2024-03-01,14.0,8.0,多云,阴,1-3,1-3,0.0,2.0,85.0,24.0,25.0
257,合川,2024-02-24,6.0,3.0,小雨,阴,1-3,1-3,1.0,1.0,82.0,24.0,55.0
258,鸡西,2024-02-26,-6.0,-15.0,晴,多云,1-3,1-3,0.0,3.0,90.0,25.0,0.0
259,丰都,2024-02-24,6.0,5.0,阴,阴,1-3,1-3,0.0,1.0,84.0,17.0,25.0
260,合川,2024-02-25,8.0,3.0,多云,多云,1-3,1-3,0.0,2.0,76.0,24.0,25.0
261,鸡西,2024-02-27,-4.0,-12.0,晴,多云,1-3,1-3,0.0,3.0,92.0,11.0,0.0
262,丰都,2024-02-25,9.0,5.0,多云,多云,1-3,1-3,0.0,2.0,78.0,23.0,25.0
263,合川,2024-02-26,11.0,5.0,多云,阴,1-3,1-3,0.0,1.0,76.0,25.0,25.0
264,鸡西,2024-02-28,0.0,-10.0,阵雪,小雪,1-3,1-3,0.4,1.0,96.0,6.0,0.0
265,丰都,2024-02-26,10.0,5.0,多云,阴,1-3,1-3,0.0,5.0,76.0,18.0,25.0
266,合川,2024-02-27,13.0,7.0,多云,晴,1-3,1-3,0.0,2.0,78.0,24.0,25.0
267,鸡西,2024-02-29,-3.0,-16.0,阵雪,小雪,1-3,1-3,0.0,3.0,93.0,21.0,0.0
268,丰都,2024-02-27,12.0,5.0,多云,晴,1-3,1-3,0.0,5.0,76.0,22.0,25.0
269,鸡西,2024-03-01,-6.0,-16.0,小雪,多云,1-3,1-3,0.5,1.0,84.0,24.0,0.0
270,合川,2024-02-28,12.0,7.0,多云,小雨,1-3,1-3,0.0,1.0,85.0,24.0,25.0
271,金山,2024-02-25,6.0,0.0,阴,阴,1-3,1-3,0.0,5.0,86.0,24.0,25.0
272,金山,2024-02-26,7.0,1.0,阴,多云,1-3,1-3,0.0,1.0,83.0,25.0,25.0
273,合川,2024-02-29,13.0,7.0,多云,小雨,1-3,1-3,0.0,6.0,89.0,22.0,25.0
274,金山,2024-02-27,10.0,3.0,阴,多云,1-3,1-3,0.0,2.0,91.0,25.0,25.0
275,合川,2024-03-01,12.0,7.0,多云,阴,1-3,1-3,0.0,2.0,86.0,24.0,25.0
276,金山,2024-02-28,10.0,6.0,阴,中雨,1-3,1-3,0.0,1.0,95.0,16.0,25.0
277,南川,2024-02-24,3.0,2.0,阴,小雨,1-3,1-3,0.0,1.0,94.0,2.0,25.0
278,金山,2024-02-29,10.0,5.0,小雨,多云,1-3,1-3,5.1,1.0,80.0,24.0,80.0
279,南川,2024-02-25,6.0,2.0,阴,阴,1-3,1-3,0.0,1.0,83.0,21.0,25.0
280,南川,2024-02-26,8.0,3.0,多云,阴,1-3,1-3,0.0,2.0,83.0,21.0,25.0
281,金山,2024-03-01,8.0,1.0,多云,晴,1-3,1-3,0.0,1.0,70.0,25.0,25.0
282,鹤岗,2024-02-24,-3.0,-18.0,晴,晴,1-3,1-3,0.0,3.0,94.0,25.0,0.0
283,青浦,2024-02-24,2.0,0.0,雨夹雪,阴,1-3,1-3,3.4,1.0,91.0,24.0,66.0
284,鹤岗,2024-02-25,-3.0,-16.0,晴,晴,1-3,1-3,0.0,3.0,92.0,24.0,0.0
285,青浦,2024-02-25,6.0,0.0,阴,阴,1-3,1-3,0.0,5.0,86.0,24.0,25.0
286,鹤岗,2024-02-26,-4.0,-17.0,晴,晴,1-3,1-3,0.0,3.0,93.0,24.0,0.0
287,青浦,2024-02-26,6.0,2.0,阴,阴,1-3,1-3,0.0,1.0,85.0,25.0,25.0
288,鹤岗,2024-02-27,-5.0,-14.0,多云,阴,1-3,1-3,0.0,3.0,92.0,21.0,0.0
289,青浦,2024-02-27,10.0,2.0,阴,多云,1-3,1-3,0.0,3.0,90.0,24.0,25.0
290,鹤岗,2024-02-28,-5.0,-15.0,小雪,小雪,1-3,1-3,0.4,1.0,92.0,7.0,0.0
291,鹤岗,2024-02-29,-5.0,-17.0,多云,小雪,1-3,1-3,0.0,1.0,88.0,24.0,0.0
292,鹤岗,2024-03-01,-7.0,-16.0,多云,多云,1-3,1-3,0.0,3.0,87.0,24.0,0.0
293,青浦,2024-02-28,11.0,6.0,阴,中雨,1-3,1-3,0.0,1.0,96.0,21.0,25.0
294,双鸭山,2024-02-24,-4.0,-14.0,晴,晴,1-3,1-3,0.0,3.0,90.0,25.0,0.0
295,青浦,2024-02-29,10.0,3.0,中雨,多云,1-3,1-3,19.7,1.0,79.0,24.0,100.0
296,双鸭山,2024-02-25,-3.0,-14.0,晴,晴,1-3,1-3,0.0,3.0,88.0,20.0,1.0
297,丰都,2024-02-28,12.0,7.0,多云,小雨,1-3,1-3,0.0,1.0,91.0,12.0,25.0
298,双鸭山,2024-02-26,-5.0,-14.0,晴,晴,1-3,1-3,0.0,3.0,90.0,24.0,0.0
299,双鸭山,2024-02-27,-4.0,-10.0,晴,晴,1-3,1-3,0.0,3.0,92.0,20.0,0.0
300,青浦,2024-03-01,8.0,0.0,多云,晴,1-3,1-3,0.0,1.0,68.0,25.0,25.0
301,双鸭山,2024-02-28,-2.0,-11.0,阵雪,阵雪,1-3,1-3,0.6,1.0,95.0,2.0,0.0
302,松江,2024-02-24,2.0,0.0,雨夹雪,阴,1-3,1-3,2.6,1.0,90.0,24.0,64.0
303,双鸭山,2024-02-29,-4.0,-14.0,多云,阵雪,1-3,1-3,0.0,1.0,91.0,22.0,0.0
304,松江,2024-02-25,6.0,0.0,多云,阴,1-3,1-3,0.0,5.0,86.0,24.0,25.0
305,双鸭山,2024-03-01,-7.0,-16.0,阵雪,阵雪,1-3,1-3,0.3,1.0,84.0,21.0,0.0
306,长春,2024-02-24,-2.0,-13.0,多云,多云,1-3,1-3,0.0,2.0,92.0,25.0,0.0
307,长春,2024-02-25,0.0,-15.0,晴,晴,1-3,1-3,0.0,3.0,75.0,25.0,0.0
308,长春,2024-02-26,-5.0,-13.0,晴,多云,1-3,1-3,0.0,3.0,68.0,25.0,0.0
309,南川,2024-02-27,10.0,5.0,多云,多云,1-3,1-3,0.0,2.0,80.0,21.0,25.0
310,长春,2024-02-27,2.0,-9.0,多云,多云,1-3,1-3,0.0,1.0,94.0,1.0,0.0
311,南川,2024-02-28,11.0,5.0,小雨,小雨,1-3,1-3,1.0,1.0,92.0,10.0,55.0
312,长春,2024-02-28,0.0,-13.0,多云,多云,1-3,1-3,0.0,3.0,97.0,18.0,0.0
313,南川,2024-02-29,10.0,5.0,小雨,小雨,1-3,1-3,1.9,1.0,87.0,14.0,61.0
314,长春,2024-02-29,-3.0,-16.0,晴,晴,1-3,1-3,0.0,4.0,79.0,24.0,0.0
315,南川,2024-03-01,11.0,4.0,多云,多云,1-3,1-3,0.0,2.0,84.0,24.0,25.0
316,长春,2024-03-01,-6.0,-15.0,晴,晴,1-3,1-3,0.0,3.0,78.0,24.0,0.0
317,江津,2024-02-24,6.0,6.0,小雨,小雨,1-3,1-3,1.0,1.0,85.0,25.0,55.0
318,吉林,2024-02-24,1.0,-10.0,多云,多云,1-3,1-3,0.0,2.0,96.0,21.0,0.0
319,吉林,2024-02-25,0.0,-15.0,晴,晴,1-3,1-3,0.0,3.0,96.0,22.0,0.0
320,丰都,2024-02-29,11.0,7.0,小雨,小雨,1-3,1-3,1.0,1.0,83.0,17.0,55.0
321,江津,2024-02-25,9.0,6.0,多云,多云,1-3,1-3,0.0,1.0,76.0,24.0,25.0
322,松江,2024-02-26,7.0,2.0,阴,阴,1-3,1-3,0.0,1.0,84.0,25.0,25.0
323,吉林,2024-02-26,-4.0,-15.0,晴,多云,1-3,1-3,0.0,3.0,85.0,25.0,0.0
324,丰都,2024-03-01,11.0,4.0,阴,多云,1-3,1-3,0.0,1.0,80.0,24.0,25.0
325,松江,2024-02-27,10.0,4.0,阴,多云,1-3,1-3,0.0,3.0,89.0,25.0,25.0
326,吉林,2024-02-27,2.0,-10.0,多云,小雪,1-3,1-3,0.0,1.0,96.0,1.0,0.0
327,武隆,2024-02-24,5.0,3.0,多云,阴,1-3,1-3,0.0,1.0,90.0,8.0,25.0
328,江津,2024-02-26,12.0,6.0,多云,阴,1-3,1-3,0.0,2.0,72.0,25.0,25.0
329,松江,2024-02-28,11.0,7.0,阴,中雨,1-3,1-3,0.0,1.0,95.0,23.0,25.0
330,吉林,2024-02-28,1.0,-12.0,多云,晴,1-3,1-3,0.0,1.0,98.0,4.0,0.0
331,江津,2024-02-27,14.0,8.0,多云,多云,1-3,1-3,0.0,2.0,71.0,25.0,25.0
332,吉林,2024-02-29,-1.0,-13.0,晴,晴,1-3,1-3,0.0,4.0,94.0,6.0,0.0
333,江津,2024-02-28,14.0,9.0,多云,小雨,1-3,1-3,1.0,1.0,76.0,25.0,55.0
334,松江,2024-02-29,10.0,3.0,小雨,多云,1-3,1-3,5.1,1.0,79.0,24.0,80.0
335,吉林,2024-03-01,-6.0,-13.0,晴,晴,1-3,1-3,0.0,4.0,86.0,24.0,0.0
336,江津,2024-02-29,16.0,8.0,多云,小雨,1-3,1-3,1.0,3.0,81.0,25.0,55.0
337,松江,2024-03-01,8.0,1.0,多云,晴,1-3,1-3,0.0,1.0,67.0,25.0,25.0
338,延边,2024-02-24,1.0,-10.0,多云,多云,1-3,1-3,0.0,2.0,64.0,24.0,0.0
339,延边,2024-02-25,3.0,-12.0,多云,晴,1-3,1-3,0.0,1.0,57.0,24.0,0.0
340,江津,2024-03-01,15.0,8.0,多云,小雨,1-3,1-3,1.0,2.0,84.0,25.0,55.0
341,延边,2024-02-26,-1.0,-15.0,晴,晴,1-3,1-3,0.0,4.0,70.0,25.0,25.0
342,奉贤,2024-02-24,3.0,0.0,雨夹雪,阴,1-3,1-3,5.1,1.0,86.0,24.0,27.0
343,渝北,2024-02-24,5.0,4.0,小雨,阴,1-3,1-3,1.0,1.0,81.0,25.0,55.0
344,奉贤,2024-02-25,6.0,0.0,阴,阴,1-3,1-3,0.0,5.0,80.0,24.0,24.0
345,奉贤,2024-02-26,8.0,3.0,阴,多云,1-3,1-3,0.0,1.0,80.0,25.0,25.0
346,延边,2024-02-27,1.0,-11.0,多云,多云,1-3,1-3,0.0,3.0,87.0,5.0,3.0
347,奉贤,2024-02-27,9.0,2.0,阴,多云,1-3,1-3,0.0,3.0,89.0,25.0,25.0
348,渝北,2024-02-25,7.0,4.0,多云,多云,1-3,1-3,0.0,2.0,77.0,24.0,25.0
349,延边,2024-02-28,4.0,-8.0,多云,多云,1-3,1-3,0.0,2.0,68.0,24.0,24.0
350,延边,2024-02-29,2.0,-12.0,多云,多云,1-3,1-3,0.0,4.0,64.0,24.0,0.0
351,奉贤,2024-02-28,10.0,6.0,阴,中雨,1-3,1-3,6.3,1.0,94.0,19.0,85.0
352,延边,2024-03-01,-5.0,-12.0,多云,多云,1-3,1-3,0.0,4.0,46.0,25.0,0.0
353,武隆,2024-02-25,7.0,3.0,阴,阴,1-3,1-3,0.0,1.0,93.0,7.0,25.0
354,奉贤,2024-02-29,10.0,5.0,小雨,多云,1-3,1-3,19.7,1.0,75.0,24.0,100.0
355,奉贤,2024-03-01,8.0,0.0,多云,晴,1-3,1-3,0.0,1.0,64.0,25.0,25.0
356,武隆,2024-02-26,9.0,3.0,阴,阴,1-3,1-3,0.0,5.0,94.0,4.0,25.0
357,崇明,2024-02-24,2.0,-2.0,雨夹雪,阴,1-3,1-3,5.1,1.0,88.0,19.0,40.0
358,崇明,2024-02-25,4.0,-1.0,阴,阴,1-3,1-3,0.0,5.0,81.0,24.0,25.0
359,四平,2024-02-24,-1.0,-15.0,多云,多云,1-3,1-3,0.0,2.0,92.0,24.0,0.0
360,武隆,2024-02-27,10.0,5.0,多云,晴,1-3,1-3,0.0,2.0,93.0,13.0,25.0
361,崇明,2024-02-26,5.0,2.0,阴,多云,1-3,1-3,0.0,1.0,81.0,25.0,25.0
362,武隆,2024-02-28,11.0,5.0,小雨,小雨,1-3,1-3,1.0,1.0,99.0,1.0,55.0
363,武隆,2024-02-29,9.0,5.0,多云,小雨,1-3,1-3,0.0,1.0,98.0,1.0,25.0
364,四平,2024-02-25,-2.0,-18.0,晴,晴,1-3,1-3,0.0,3.0,70.0,25.0,0.0
365,武隆,2024-03-01,10.0,5.0,多云,多云,1-3,1-3,0.0,1.0,93.0,12.0,25.0
366,崇明,2024-02-27,8.0,1.0,阴,多云,1-3,1-3,0.0,3.0,92.0,25.0,25.0
367,崇明,2024-02-28,8.0,4.0,阴,中雨,1-3,1-3,0.0,1.0,94.0,20.0,25.0
368,彭水,2024-02-24,4.0,3.0,多云,多云,1-3,1-3,0.0,1.0,87.0,14.0,25.0
369,渝北,2024-02-26,10.0,5.0,多云,阴,1-3,1-3,0.0,2.0,76.0,24.0,25.0
370,四平,2024-02-26,-6.0,-15.0,晴,多云,1-3,1-3,0.0,3.0,58.0,25.0,0.0
371,崇明,2024-02-29,10.0,3.0,中雨,多云,1-3,1-3,5.1,1.0,74.0,24.0,80.0
372,渝北,2024-02-27,12.0,7.0,多云,晴,1-3,1-3,0.0,4.0,76.0,25.0,25.0
373,四平,2024-02-27,1.0,-7.0,多云,多云,1-3,1-3,0.0,1.0,94.0,1.0,0.0
374,崇明,2024-03-01,8.0,0.0,多云,晴,1-3,1-3,0.0,3.0,67.0,25.0,25.0
375,四平,2024-02-28,-3.0,-13.0,多云,多云,1-3,1-3,0.0,4.0,95.0,22.0,0.0
376,徐家汇,2024-02-24,3.0,0.0,小雨,阴,1-3,1-3,2.1,1.0,87.0,24.0,62.0
377,彭水,2024-02-25,6.0,3.0,阴,阴,1-3,1-3,0.0,1.0,93.0,16.0,25.0
378,渝北,2024-02-28,12.0,8.0,多云,小雨,1-3,1-3,0.0,1.0,82.0,25.0,25.0
379,四平,2024-02-29,-5.0,-14.0,晴,多云,1-3,1-3,0.0,4.0,73.0,24.0,0.0
380,渝北,2024-02-29,13.0,7.0,多云,小雨,1-3,1-3,0.0,1.0,87.0,24.0,25.0
381,渝北,2024-03-01,12.0,6.0,阴,阴,1-3,1-3,0.0,2.0,84.0,25.0,25.0
382,徐家汇,2024-02-25,5.0,0.0,阴,阴,1-3,1-3,0.0,5.0,78.0,24.0,25.0
383,彭水,2024-02-26,9.0,3.0,阴,阴,1-3,1-3,0.0,4.0,92.0,13.0,25.0
384,四平,2024-03-01,-8.0,-16.0,多云,晴,1-3,1-3,0.4,3.0,80.0,25.0,0.0
385,彭水,2024-02-27,11.0,5.0,多云,小雨,1-3,1-3,0.0,1.0,92.0,23.0,25.0
386,通化,2024-02-24,2.0,-8.0,多云,多云,1-3,1-3,0.0,1.0,96.0,21.0,0.0
387,北碚,2024-02-24,7.0,4.0,小雨,阴,1-3,1-3,1.0,1.0,82.0,24.0,55.0
388,彭水,2024-02-28,10.0,6.0,小雨,小雨,1-3,1-3,1.0,1.0,99.0,1.0,55.0
389,北碚,2024-02-25,10.0,5.0,多云,多云,1-3,1-3,0.0,2.0,75.0,24.0,25.0
390,通化,2024-02-25,2.0,-14.0,晴,晴,1-3,1-3,0.0,4.0,93.0,20.0,0.0
391,彭水,2024-02-29,10.0,6.0,小雨,小雨,1-3,1-3,1.0,1.0,99.0,1.0,55.0
392,通化,2024-02-26,-1.0,-13.0,晴,多云,1-3,1-3,0.0,4.0,89.0,25.0,0.0
393,北碚,2024-02-26,12.0,6.0,多云,阴,1-3,1-3,0.0,1.0,77.0,24.0,25.0
394,彭水,2024-03-01,10.0,5.0,多云,多云,1-3,1-3,1.0,1.0,87.0,22.0,55.0
395,通化,2024-02-27,3.0,-9.0,多云,多云,1-3,1-3,0.0,1.0,97.0,1.0,0.0
396,北碚,2024-02-27,14.0,8.0,多云,晴,1-3,1-3,0.0,4.0,76.0,24.0,25.0
397,綦江,2024-02-24,4.0,3.0,小雨,小雨,1-3,1-3,1.0,1.0,86.0,13.0,55.0
398,北碚,2024-02-28,14.0,7.0,多云,小雨,1-3,1-3,0.0,1.0,82.0,24.0,25.0
399,通化,2024-02-28,2.0,-11.0,多云,多云,1-3,1-3,0.0,2.0,95.0,15.0,15.0
400,北碚,2024-02-29,14.0,7.0,多云,小雨,1-3,1-3,0.0,5.0,86.0,23.0,25.0
401,綦江,2024-02-25,8.0,3.0,阴,多云,1-3,1-3,0.0,1.0,81.0,24.0,25.0
402,通化,2024-02-29,1.0,-13.0,多云,多云,1-3,1-3,0.0,2.0,91.0,19.0,0.0
403,綦江,2024-02-26,10.0,4.0,多云,阴,1-3,1-3,0.0,3.0,74.0,25.0,25.0
404,通化,2024-03-01,-6.0,-13.0,多云,晴,1-3,1-3,0.0,4.0,85.0,24.0,0.0
405,北碚,2024-03-01,14.0,6.0,阴,阴,1-3,1-3,0.0,2.0,84.0,24.0,25.0
406,白城,2024-02-24,-1.0,-15.0,多云,晴,1-3,1-3,0.0,2.0,77.0,25.0,0.0
407,綦江,2024-02-27,13.0,6.0,多云,多云,1-3,1-3,0.0,2.0,72.0,25.0,25.0
408,巴南,2024-02-24,4.0,4.0,小雨,小雨,1-3,1-3,1.0,1.0,77.0,24.0,55.0
409,徐家汇,2024-02-26,7.0,4.0,阴,阴,1-3,1-3,0.0,1.0,80.0,25.0,25.0
410,白城,2024-02-25,-1.0,-17.0,晴,晴,1-3,1-3,0.0,3.0,36.0,25.0,0.0
411,綦江,2024-02-28,13.0,7.0,多云,小雨,1-3,1-3,1.0,1.0,86.0,24.0,55.0
412,巴南,2024-02-25,7.0,4.0,多云,多云,1-3,1-3,0.0,2.0,72.0,24.0,25.0
413,徐家汇,2024-02-27,11.0,5.0,阴,阴,1-3,1-3,0.0,3.0,88.0,25.0,25.0
414,綦江,2024-02-29,13.0,7.0,小雨,小雨,1-3,1-3,1.0,1.0,80.0,24.0,55.0
415,巴南,2024-02-26,9.0,5.0,多云,阴,1-3,1-3,0.0,1.0,68.0,25.0,25.0
416,徐家汇,2024-02-28,11.0,7.0,阴,中雨,1-3,1-3,6.3,1.0,95.0,24.0,85.0
417,白城,2024-02-26,-4.0,-15.0,晴,多云,1-3,1-3,0.0,3.0,53.0,25.0,0.0
418,綦江,2024-03-01,12.0,7.0,多云,多云,1-3,1-3,1.0,3.0,86.0,25.0,55.0
419,巴南,2024-02-27,12.0,7.0,多云,多云,1-3,1-3,0.0,1.0,69.0,25.0,25.0
420,徐家汇,2024-02-29,11.0,4.0,中雨,多云,1-3,1-3,17.4,1.0,74.0,24.0,96.0
421,白城,2024-02-27,-2.0,-14.0,小雪,晴,1-3,1-3,0.5,1.0,91.0,23.0,0.0
422,巴南,2024-02-28,12.0,7.0,多云,小雨,1-3,1-3,0.0,1.0,77.0,25.0,25.0
423,白城,2024-02-28,-1.0,-16.0,晴,晴,1-3,1-3,0.0,3.0,82.0,18.0,0.0
424,酉阳,2024-02-24,-1.0,-3.0,阴,小雨,1-3,1-3,0.0,2.0,88.0,7.0,0.0
425,白城,2024-02-29,-4.0,-15.0,多云,多云,1-3,1-3,0.0,3.0,51.0,23.0,0.0
426,徐家汇,2024-03-01,8.0,2.0,多云,晴,1-3,1-3,0.0,1.0,63.0,25.0,25.0
427,浦东,2024-02-24,3.0,0.0,小雨,阴,1-3,1-3,2.1,1.0,87.0,24.0,62.0
428,酉阳,2024-02-25,1.0,-2.0,阴,小雨,1-3,1-3,0.0,2.0,93.0,5.0,25.0
429,巴南,2024-02-29,13.0,7.0,多云,小雨,1-3,1-3,0.0,2.0,79.0,24.0,25.0
430,白城,2024-03-01,-5.0,-14.0,晴,晴,1-3,1-3,0.0,3.0,54.0,25.0,0.0
431,酉阳,2024-02-26,2.0,0.0,阴,小雨,1-3,1-3,0.0,5.0,92.0,11.0,25.0
432,浦东,2024-02-25,5.0,0.0,阴,阴,1-3,1-3,0.0,5.0,78.0,24.0,25.0
433,巴南,2024-03-01,12.0,6.0,多云,阴,1-3,1-3,0.0,2.0,81.0,25.0,25.0
434,酉阳,2024-02-27,4.0,0.0,阴,小雨,1-3,1-3,0.0,2.0,96.0,15.0,25.0
435,浦东,2024-02-26,7.0,4.0,阴,阴,1-3,1-3,0.0,1.0,80.0,25.0,25.0
436,长寿,2024-02-24,6.0,5.0,多云,阴,1-3,1-3,0.0,1.0,82.0,25.0,25.0
437,酉阳,2024-02-28,4.0,1.0,小雨,小雨,1-3,1-3,2.4,2.0,98.0,1.0,56.0
438,辽源,2024-02-24,0.0,-15.0,多云,多云,1-3,1-3,0.0,2.0,92.0,25.0,0.0
439,浦东,2024-02-27,11.0,5.0,阴,阴,1-3,1-3,0.0,3.0,89.0,25.0,25.0
440,酉阳,2024-02-29,5.0,0.0,小雨,小雨,1-3,1-3,1.0,2.0,99.0,1.0,55.0
441,辽源,2024-02-25,0.0,-17.0,晴,晴,1-3,1-3,0.0,3.0,74.0,25.0,0.0
442,辽源,2024-02-26,-4.0,-16.0,晴,多云,1-3,1-3,0.0,4.0,71.0,25.0,0.0
443,辽源,2024-02-27,3.0,-13.0,多云,多云,1-3,1-3,0.0,1.0,91.0,3.0,23.0
444,浦东,2024-02-28,11.0,7.0,阴,中雨,1-3,1-3,0.0,1.0,95.0,24.0,25.0
445,辽源,2024-02-28,1.0,-14.0,多云,多云,1-3,1-3,0.0,2.0,95.0,17.0,0.0
446,浦东,2024-02-29,11.0,4.0,中雨,多云,1-3,1-3,17.4,1.0,74.0,24.0,96.0
447,酉阳,2024-03-01,6.0,1.0,多云,多云,1-3,1-3,0.0,2.0,98.0,3.0,25.0
448,浦东,2024-03-01,8.0,2.0,多云,晴,1-3,1-3,0.0,1.0,63.0,25.0,25.0
449,秀山,2024-02-24,0.0,-1.0,阴,小雨,1-3,1-3,0.0,1.0,85.0,19.0,0.0
450,秀山,2024-02-25,2.0,-1.0,阴,小雨,1-3,1-3,0.0,2.0,95.0,5.0,25.0
451,天津,2024-02-24,5.0,-2.0,多云,晴,1-3,1-3,0.0,2.0,72.0,24.0,10.0
452,秀山,2024-02-26,3.0,0.0,阴,小雨,1-3,1-3,0.0,2.0,95.0,8.0,25.0
453,天津,2024-02-25,6.0,-2.0,晴,晴,1-3,1-3,0.0,4.0,55.0,25.0,10.0
454,秀山,2024-02-27,4.0,1.0,阴,小雨,1-3,1-3,0.0,1.0,98.0,15.0,25.0
455,天津,2024-02-26,4.0,-2.0,多云,多云,1-3,1-3,0.0,2.0,57.0,25.0,20.0
456,秀山,2024-02-28,5.0,1.0,小雨,中雨,1-3,1-3,3.4,1.0,99.0,1.0,59.0
457,长寿,2024-02-25,9.0,5.0,多云,多云,1-3,1-3,0.0,2.0,80.0,24.0,25.0
458,天津,2024-02-27,6.0,0.0,多云,阴,1-3,1-3,0.0,4.0,62.0,25.0,10.0
459,长寿,2024-02-26,10.0,5.0,多云,阴,1-3,1-3,0.0,2.0,76.0,25.0,25.0
460,天津,2024-02-28,6.0,-1.0,阴,多云,1-3,1-3,0.0,1.0,60.0,25.0,25.0
461,秀山,2024-02-29,5.0,2.0,小雨,小雨,1-3,1-3,1.0,1.0,100.0,1.0,55.0
462,天津,2024-02-29,5.0,-3.0,多云,晴,1-3,1-3,0.0,2.0,24.0,25.0,25.0
463,秀山,2024-03-01,8.0,1.0,多云,多云,1-3,1-3,0.0,2.0,96.0,12.0,25.0
464,长寿,2024-02-27,12.0,7.0,多云,晴,1-3,1-3,0.0,5.0,76.0,25.0,25.0
465,哈尔滨,2024-02-24,-3.0,-14.0,多云,多云,1-3,1-3,0.0,3.0,99.0,10.0,0.0
466,天津,2024-03-01,3.0,-3.0,多云,多云,1-3,3-4,0.0,4.0,43.0,25.0,25.0
467,哈尔滨,2024-02-25,-2.0,-15.0,晴,晴,1-3,1-3,0.0,3.0,91.0,25.0,0.0
468,长寿,2024-02-28,12.0,7.0,多云,小雨,1-3,1-3,0.0,1.0,88.0,24.0,25.0
469,武清,2024-02-24,5.0,-5.0,多云,晴,1-3,1-3,0.0,2.0,59.0,24.0,5.0
470,长寿,2024-02-29,13.0,7.0,小雨,小雨,1-3,1-3,1.0,2.0,86.0,23.0,55.0
471,辽源,2024-02-29,-2.0,-17.0,多云,晴,1-3,1-3,0.0,4.0,67.0,24.0,0.0
472,哈尔滨,2024-02-26,-5.0,-17.0,晴,晴,1-3,1-3,0.0,3.0,91.0,25.0,0.0
473,武清,2024-02-25,6.0,-5.0,晴,晴,1-3,1-3,0.0,4.0,66.0,25.0,18.0
474,长寿,2024-03-01,12.0,6.0,阴,多云,1-3,1-3,0.0,1.0,83.0,25.0,25.0
475,辽源,2024-03-01,-7.0,-16.0,多云,晴,1-3,1-3,0.0,3.0,57.0,25.0,0.0
476,哈尔滨,2024-02-27,-2.0,-12.0,多云,小雪,1-3,1-3,0.0,1.0,97.0,1.0,0.0
477,武清,2024-02-26,4.0,-4.0,多云,多云,1-3,1-3,0.0,2.0,60.0,25.0,20.0
478,黔江,2024-02-24,0.0,-1.0,雨夹雪,多云,1-3,1-3,5.1,1.0,84.0,22.0,40.0
479,松原,2024-02-24,-1.0,-13.0,多云,晴,1-3,1-3,0.0,2.0,90.0,25.0,0.0
480,武清,2024-02-27,5.0,-3.0,多云,阴,1-3,1-3,0.0,4.0,68.0,25.0,10.0
481,松原,2024-02-25,-2.0,-14.0,晴,晴,1-3,1-3,0.0,3.0,71.0,25.0,0.0
482,哈尔滨,2024-02-28,-1.0,-11.0,小雪,多云,1-3,1-3,0.4,1.0,96.0,23.0,0.0
483,武清,2024-02-28,6.0,-2.0,阴,多云,1-3,1-3,0.0,1.0,67.0,25.0,25.0
484,松原,2024-02-26,-4.0,-13.0,晴,多云,1-3,1-3,0.0,3.0,77.0,25.0,0.0
485,黔江,2024-02-25,2.0,-1.0,阴,小雨,1-3,1-3,0.0,1.0,91.0,14.0,25.0
486,哈尔滨,2024-02-29,-4.0,-15.0,阵雪,多云,1-3,1-3,0.6,2.0,95.0,8.0,0.0
487,黔江,2024-02-26,4.0,0.0,阴,阴,1-3,1-3,0.0,3.0,91.0,6.0,5.0
488,哈尔滨,2024-03-01,-8.0,-15.0,多云,多云,1-3,1-3,0.0,3.0,90.0,25.0,0.0
489,黔江,2024-02-27,7.0,2.0,多云,小雨,1-3,1-3,0.0,1.0,92.0,22.0,25.0
490,齐齐哈尔,2024-02-24,-2.0,-17.0,晴,晴,1-3,1-3,0.0,3.0,77.0,24.0,0.0
491,黔江,2024-02-28,6.0,1.0,小雨,小雨,1-3,1-3,1.0,1.0,99.0,1.0,55.0
492,黔江,2024-02-29,6.0,2.0,小雨,小雨,1-3,1-3,1.0,1.0,99.0,1.0,55.0
493,黔江,2024-03-01,6.0,1.0,多云,多云,1-3,1-3,0.0,1.0,93.0,23.0,25.0
494,万州,2024-02-24,4.0,2.0,多云,阴,1-3,1-3,0.0,1.0,82.0,24.0,25.0
495,万州,2024-02-25,8.0,2.0,多云,小雨,1-3,1-3,0.0,3.0,90.0,23.0,25.0
